has,prefers,count
Russian Federation,India,23
Russian Federation,Iran (Islamic Republic of),47445
Russian Federation,Iraq,204327
Russian Federation,Israel,512794
Russian Federation,Italy,200
Russian Federation,Italy,468895
Russian Federation,Japan,16667
Russian Federation,Jordan,273692
Russian Federation,Kenya,711396
Russian Federation,Kyrgyzstan,4
Russian Federation,Latvia,77478
Russian Federation,Lebanon,240780
Russian Federation,Libya,252923
Russian Federation,Lithuania,139
Russian Federation,Lithuania,3950
Russian Federation,Malaysia,2416
Russian Federation,Mauritania,88415
Russian Federation,Mongolia,7402
Russian Federation,Morocco,133305
Russian Federation,Mozambique,113517
Russian Federation,Netherlands,63950
Russian Federation,Nicaragua,25650
Russian Federation,Nigeria,34010
Russian Federation,Norway,17835
Russian Federation,Oman,62418
Russian Federation,Peru,152880
Russian Federation,Poland,60
Russian Federation,Poland,3150
Russian Federation,Portugal,44461
Russian Federation,Qatar,21000
Russian Federation,Republic of Moldova,100
Russian Federation,Republic of Moldova,15
Russian Federation,Rwanda,6111
Russian Federation,Saudi Arabia,147684
Russian Federation,Senegal,10718
Russian Federation,Sierra Leone,2000
Russian Federation,South Africa,142795
Russian Federation,Spain,384647
Russian Federation,Switzerland,10616
Russian Federation,Syrian Arab Republic,137042
Russian Federation,Tajikistan,1604
Russian Federation,Thailand,1082
Russian Federation,Tunisia,332904
Russian Federation,Turkey,2098208
Russian Federation,Uganda,44571
Russian Federation,Ukraine,39
Russian Federation,Ukraine,31303
Russian Federation,United Arab Emirates,228566
Russian Federation,United Republic of Tanzania,196773
Russian Federation,Unspecified Area,180542
Russian Federation,Uzbekistan,20610
Russian Federation,Viet Nam,475
Russian Federation,Yemen,610314
Russian Federation,Zimbabwe,19787
Rwanda,Argentina,11430
Rwanda,Australia,13049
Rwanda,Belgium,0
Rwanda,Brazil,896
Rwanda,Burundi,0
Rwanda,Democratic Republic of the Congo,0
Rwanda,Democratic Republic of the Congo,0
Rwanda,Germany,1723
Rwanda,Kenya,494
Rwanda,Kenya,186
Rwanda,Pakistan,9006
Rwanda,Paraguay,5719
Rwanda,Russian Federation,13830
Rwanda,Uganda,0
Rwanda,United Republic of Tanzania,2700
Rwanda,United States of America,21040
Rwanda,Uruguay,2857
Saudi Arabia,Australia,57750
Saudi Arabia,Bahrain,806
Saudi Arabia,Brazil,114428
Saudi Arabia,Bulgaria,9362
Saudi Arabia,Canada,508816
Saudi Arabia,Czechia,19249
Saudi Arabia,Germany,244399
Saudi Arabia,Latvia,92318
Saudi Arabia,Lithuania,43220
Saudi Arabia,Poland,55186
Saudi Arabia,Romania,49518
Saudi Arabia,Russian Federation,92763
Saudi Arabia,Slovakia,19249
Saudi Arabia,Turkey,321
Saudi Arabia,Ukraine,263466
Saudi Arabia,United States of America,494638
Saudi Arabia,Unspecified Area,704
Saudi Arabia,Unspecified Area,2773
Saudi Arabia,Yemen,380
Senegal,Argentina,24150
Senegal,Canada,24786
Senegal,France,328342
Senegal,Mali,500
Senegal,Turkey,4
Senegal,Ukraine,9916
Senegal,Uruguay,42344
Serbia,Albania,4286
Serbia,Austria,27
Serbia,Austria,175
Serbia,Bosnia and Herzegovina,27
Serbia,Bosnia and Herzegovina,71605
Serbia,Bulgaria,1
Serbia,Bulgaria,432
Serbia,Croatia,169
Serbia,Croatia,476
Serbia,Czechia,0
Serbia,Czechia,24
Serbia,France,66
Serbia,France,1
Serbia,Greece,78
Serbia,Hungary,586
Serbia,Hungary,37
Serbia,Italy,197
Serbia,Italy,18380
Serbia,Montenegro,2
Serbia,Montenegro,18122
Serbia,Netherlands,631
Serbia,Poland,50
Serbia,Romania,150297
Serbia,Russian Federation,1
Serbia,Slovenia,4852
Serbia,Sudan (former),0
Serbia,Sweden,0
Serbia,Switzerland,0
Serbia,Switzerland,1696
Serbia,The former Yugoslav Republic of Macedonia,24
Serbia,The former Yugoslav Republic of Macedonia,52049
Serbia,Ukraine,229
Serbia,Uzbekistan,0
Singapore,Australia,99468
Singapore,Australia,0
Singapore,Austria,0
Singapore,Brunei Darussalam,5
Singapore,Cambodia,0
Singapore,Canada,9870
Singapore,"China, mainland",1
Singapore,"China, Taiwan Province of",1
Singapore,Denmark,0
Singapore,India,43
Singapore,India,147
Singapore,Indonesia,3
Singapore,Indonesia,0
Singapore,Japan,1385
Singapore,Malaysia,2796
Singapore,Malaysia,20
Singapore,Maldives,18
Singapore,Myanmar,0
Singapore,Netherlands,1
Singapore,Papua New Guinea,20
Singapore,Poland,0
Singapore,Republic of Korea,2
Singapore,Seychelles,21
Singapore,South Africa,6
Singapore,Sri Lanka,197
Singapore,United Kingdom,1
Singapore,United States of America,56535
Slovakia,Austria,1792
Slovakia,Austria,72532
Slovakia,Belgium,29
Slovakia,Bulgaria,3
Slovakia,Cyprus,71
Slovakia,Czechia,89558
Slovakia,Czechia,23986
Slovakia,France,3
Slovakia,Georgia,19
Slovakia,Germany,2611
Slovakia,Germany,26391
Slovakia,Hungary,20561
Slovakia,Hungary,72862
Slovakia,Italy,506
Slovakia,Italy,14391
Slovakia,Netherlands,27
Slovakia,Netherlands,88
Slovakia,Poland,4939
Slovakia,Poland,59250
Slovakia,Romania,42
Slovakia,Romania,1979
Slovakia,Slovenia,17
Slovakia,Slovenia,2293
Slovakia,Switzerland,1004
Slovakia,Turkey,5
Slovenia,Austria,49059
Slovenia,Austria,1606
Slovenia,Belgium,2
Slovenia,Bosnia and Herzegovina,112
Slovenia,Bulgaria,3
Slovenia,Croatia,771
Slovenia,Croatia,30
Slovenia,Czechia,3139
Slovenia,France,69
Slovenia,France,154
Slovenia,Germany,4551
Slovenia,Germany,173
Slovenia,Hungary,87862
Slovenia,Hungary,1248
Slovenia,Israel,3300
Slovenia,Italy,88
Slovenia,Italy,10883
Slovenia,Latvia,0
Slovenia,Montenegro,1
Slovenia,Netherlands,1
Slovenia,Romania,45
Slovenia,Romania,2
Slovenia,Serbia,6932
Slovenia,Serbia,66
Slovenia,Slovakia,3350
Slovenia,The former Yugoslav Republic of Macedonia,0
Slovenia,United Kingdom,2
Solomon Islands,Australia,15907
South Africa,Angola,0
South Africa,Argentina,628254
South Africa,Australia,256499
South Africa,Brazil,32951
South Africa,Canada,84122
South Africa,"China, Taiwan Province of",44
South Africa,Germany,213633
South Africa,India,5
South Africa,Italy,76
South Africa,Japan,0
South Africa,Kenya,0
South Africa,Lithuania,9000
South Africa,Madagascar,1591
South Africa,Malawi,206
South Africa,Malaysia,22
South Africa,Mauritius,0
South Africa,Mozambique,716
South Africa,Netherlands,7
South Africa,Russian Federation,110718
South Africa,Saudi Arabia,0
South Africa,Sweden,1
South Africa,United Arab Emirates,8
South Africa,United Kingdom,1
South Africa,United States of America,514109
South Africa,Zambia,18128
South Africa,Zimbabwe,891
Spain,Albania,3300
Spain,Algeria,49926
Spain,Argentina,147
Spain,Argentina,0
Spain,Austria,9000
Spain,Belgium,8
Spain,Belgium,30307
Spain,Brazil,11697
Spain,Bulgaria,812538
Spain,Bulgaria,21
Spain,Canada,18249
Spain,Colombia,0
Spain,Czechia,121
Spain,Denmark,86066
Spain,Dominican Republic,2
Spain,Estonia,17512
Spain,Finland,37124
Spain,Finland,2
Spain,France,937883
Spain,France,35990
Spain,Germany,145890
Spain,Germany,3358
Spain,Greece,94
Spain,Ireland,42
Spain,Italy,12956
Spain,Italy,77669
Spain,Jordan,4
Spain,Kazakhstan,5028
Spain,Latvia,67941
Spain,Latvia,0
Spain,Lithuania,49041
Spain,Luxembourg,1
Spain,Mexico,0
Spain,Morocco,3924
Spain,Netherlands,20656
Spain,Peru,29
Spain,Poland,5110
Spain,Poland,360
Spain,Portugal,42040
Spain,Portugal,238915
Spain,Romania,139757
Spain,Russian Federation,374451
Spain,Serbia,48828
Spain,Spain,9
Spain,Sweden,75070
Spain,Sweden,4610
Spain,Switzerland,0
Spain,Switzerland,0
Spain,Tunisia,102536
Spain,Turkey,3338
Spain,Ukraine,789876
Spain,United Arab Emirates,0
Spain,United Kingdom,407090
Spain,United Kingdom,13484
Spain,United States of America,241539
Spain,Unspecified Area,0
Sri Lanka,Australia,75981
Sri Lanka,Brazil,21301
Sri Lanka,Canada,810331
Sri Lanka,"China, Hong Kong SAR",496
Sri Lanka,France,0
Sri Lanka,India,13543
Sri Lanka,Indonesia,432
Sri Lanka,Iran (Islamic Republic of),1
Sri Lanka,Malaysia,1524
Sri Lanka,Norway,0
Sri Lanka,Pakistan,105927
Sri Lanka,Paraguay,23809
Sri Lanka,Russian Federation,13915
Sri Lanka,Singapore,61612
Sri Lanka,Singapore,20501
Sri Lanka,United Arab Emirates,22860
Sri Lanka,United Kingdom,0
Sri Lanka,United States of America,176001
Suriname,France,13164
Suriname,Guyana,538
Suriname,Netherlands,0
Suriname,Trinidad and Tobago,153
Suriname,United Kingdom,620
Suriname,United States of America,1061
Sweden,Belgium,1419
Sweden,Chile,1
Sweden,"China, mainland",1
Sweden,Denmark,57798
Sweden,Denmark,155502
Sweden,Estonia,6406
Sweden,Estonia,1
Sweden,Finland,107
Sweden,Finland,109
Sweden,France,23807
Sweden,Germany,84732
Sweden,Germany,69338
Sweden,Iceland,7914
Sweden,Italy,483
Sweden,Italy,108
Sweden,Japan,2
Sweden,Kazakhstan,10410
Sweden,Latvia,13258
Sweden,Latvia,84
Sweden,Lebanon,3
Sweden,Lithuania,30446
Sweden,Lithuania,2
Sweden,Morocco,15615
Sweden,Netherlands,300
Sweden,Netherlands,11863
Sweden,New Zealand,0
Sweden,New Zealand,0
Sweden,Norway,300
Sweden,Norway,29947
Sweden,Pakistan,0
Sweden,Poland,22127
Sweden,Poland,13400
Sweden,Russian Federation,0
Sweden,Saudi Arabia,30500
Sweden,Spain,2485
Sweden,Spain,70587
Sweden,Switzerland,0
Sweden,Switzerland,356
Sweden,Turkey,7
Sweden,United Kingdom,6145
Sweden,United Kingdom,1
Sweden,United States of America,0
Switzerland,Argentina,2736
Switzerland,Argentina,0
Switzerland,Austria,43102
Switzerland,Austria,29
Switzerland,Belgium,1
Switzerland,Bosnia and Herzegovina,0
Switzerland,Cabo Verde,73
Switzerland,Canada,104905
Switzerland,Czechia,3080
Switzerland,Czechia,2
Switzerland,France,97690
Switzerland,France,541
Switzerland,Germany,176512
Switzerland,Germany,108
Switzerland,Hungary,4761
Switzerland,Hungary,0
Switzerland,India,2
Switzerland,Italy,7766
Switzerland,Italy,0
Switzerland,Netherlands,25
Switzerland,Netherlands,0
Switzerland,New Zealand,0
Switzerland,Norway,25
Switzerland,Poland,37
Switzerland,Republic of Korea,0
Switzerland,Romania,753
Switzerland,Slovakia,1004
Switzerland,South Africa,3
Switzerland,Spain,0
Switzerland,Sweden,308
Switzerland,Sweden,0
Switzerland,Turkey,4
Switzerland,Turkey,2
Switzerland,United Kingdom,2
Switzerland,United States of America,19284
Thailand,Australia,642451
Thailand,Australia,0
Thailand,Canada,310349
Thailand,Canada,0
Thailand,"China, Hong Kong SAR",1
Thailand,"China, mainland",6360
Thailand,"China, mainland",0
Thailand,"China, Taiwan Province of",5
Thailand,Denmark,3
Thailand,France,0
Thailand,Germany,0
Thailand,India,41584
Thailand,India,0
Thailand,Indonesia,0
Thailand,Iran (Islamic Republic of),0
Thailand,Israel,0
Thailand,Italy,5
Thailand,Italy,0
Thailand,Japan,1
Thailand,Jordan,0
Thailand,Malaysia,5
Thailand,Maldives,0
Thailand,Netherlands,0
Thailand,New Zealand,0
Thailand,Norway,0
Thailand,Pakistan,0
Thailand,Philippines,0
Thailand,Russian Federation,2552
Thailand,Singapore,0
Thailand,Spain,0
Thailand,Switzerland,1
Thailand,Turkey,0
Thailand,United Arab Emirates,0
Thailand,United Kingdom,0
Thailand,United Republic of Tanzania,0
Thailand,United States of America,422905
Thailand,United States of America,0
Thailand,Viet Nam,0
The former Yugoslav Republic of Macedonia,Albania,45
The former Yugoslav Republic of Macedonia,Austria,2401
The former Yugoslav Republic of Macedonia,Bulgaria,10029
The former Yugoslav Republic of Macedonia,"China, mainland",0
The former Yugoslav Republic of Macedonia,Croatia,7621
The former Yugoslav Republic of Macedonia,France,2206
The former Yugoslav Republic of Macedonia,Germany,0
The former Yugoslav Republic of Macedonia,Greece,513
The former Yugoslav Republic of Macedonia,Hungary,3470
The former Yugoslav Republic of Macedonia,Russian Federation,205
The former Yugoslav Republic of Macedonia,Serbia,51875
The former Yugoslav Republic of Macedonia,Turkey,7
The former Yugoslav Republic of Macedonia,Unspecified Area,48
Togo,Canada,25500
Togo,France,43789
Togo,Germany,0
Togo,Ghana,400
Tunisia,Argentina,27500
Tunisia,Australia,5492
Tunisia,Austria,998
Tunisia,Brazil,196621
Tunisia,Bulgaria,7127
Tunisia,Canada,81850
Tunisia,France,256191
Tunisia,Germany,22500
Tunisia,Greece,18154
Tunisia,Italy,233605
Tunisia,Libya,58593
Tunisia,Mexico,14239
Tunisia,Russian Federation,331357
Tunisia,Spain,74594
Tunisia,Ukraine,238934
Tunisia,United States of America,64956
Tunisia,Unspecified Area,3844
Tunisia,Unspecified Area,1500
Turkey,Afghanistan,4
Turkey,Argentina,164947
Turkey,Australia,0
Turkey,Australia,6
Turkey,Austria,41
Turkey,Austria,0
Turkey,Azerbaijan,1095
Turkey,Belgium,13
Turkey,Bosnia and Herzegovina,8541
Turkey,Brazil,260378
Turkey,Bulgaria,62683
Turkey,Canada,52326
Turkey,Croatia,11932
Turkey,Cyprus,20
Turkey,Czechia,0
Turkey,Denmark,1
Turkey,France,52809
Turkey,France,1
Turkey,Georgia,10
Turkey,Germany,224386
Turkey,Germany,4
Turkey,Greece,13847
Turkey,Hungary,46532
Turkey,Iran (Islamic Republic of),0
Turkey,Iraq,3380
Turkey,Italy,7126
Turkey,Japan,180
Turkey,Jordan,500
Turkey,Kazakhstan,288573
Turkey,Kyrgyzstan,0
Turkey,Latvia,49023
Turkey,Lebanon,0
Turkey,Lithuania,101831
Turkey,Maldives,0
Turkey,Mexico,684
Turkey,Netherlands,0
Turkey,Paraguay,102525
Turkey,Republic of Moldova,31346
Turkey,Romania,8467
Turkey,Russian Federation,1777145
Turkey,Slovakia,5
Turkey,Spain,3338
Turkey,Sweden,2
Turkey,Switzerland,2
Turkey,Switzerland,2
Turkey,Syrian Arab Republic,0
Turkey,The former Yugoslav Republic of Macedonia,7
Turkey,Turkmenistan,0
Turkey,Ukraine,577987
Turkey,United Kingdom,7013
Turkey,United Kingdom,7
Turkey,United States of America,901195
Turkey,United States of America,1
Uganda,Argentina,35821
Uganda,Australia,61863
Uganda,Brazil,29897
Uganda,Canada,7080
Uganda,"China, mainland",27
Uganda,Democratic Republic of the Congo,1
Uganda,Germany,4953
Uganda,India,27
Uganda,Kenya,1940
Uganda,Kenya,220
Uganda,Lebanon,0
Uganda,Malaysia,9
Uganda,Pakistan,91320
Uganda,Panama,793
Uganda,Paraguay,19390
Uganda,Russian Federation,69243
Uganda,Rwanda,5172
Uganda,Sudan (former),140
Uganda,Syrian Arab Republic,0
Uganda,Ukraine,10061
Uganda,United Arab Emirates,1431
Uganda,United Kingdom,8202
Uganda,United States of America,39762
Uganda,Uruguay,6456
Ukraine,Albania,8180
Ukraine,Algeria,2975
Ukraine,Armenia,2
Ukraine,Armenia,65448
Ukraine,Austria,251
Ukraine,Austria,72
Ukraine,Bangladesh,118044
Ukraine,Belarus,1083
Ukraine,Bulgaria,2974
Ukraine,Cambodia,711
Ukraine,Chad,5947
Ukraine,"China, Taiwan Province of",19566
Ukraine,Croatia,0
Ukraine,Czechia,216
Ukraine,Egypt,368101
Ukraine,France,1
Ukraine,France,6000
Ukraine,Georgia,204034
Ukraine,Germany,817
Ukraine,Germany,25080
Ukraine,Greece,12455
Ukraine,Indonesia,1106
Ukraine,Israel,371584
Ukraine,Italy,259468
Ukraine,Jordan,49800
Ukraine,Kenya,35509
Ukraine,Lebanon,73262
Ukraine,Libya,133063
Ukraine,Malaysia,13596
Ukraine,Mauritania,15879
Ukraine,Mexico,0
Ukraine,Morocco,38331
Ukraine,Netherlands,1
Ukraine,Netherlands,79925
Ukraine,Poland,38966
Ukraine,Portugal,97327
Ukraine,Republic of Moldova,305
Ukraine,Romania,100
Ukraine,Russian Federation,483
Ukraine,Russian Federation,40
Ukraine,Saudi Arabia,214433
Ukraine,Serbia,229
Ukraine,Spain,899140
Ukraine,Sri Lanka,2051
Ukraine,Sudan (former),20339
Ukraine,Switzerland,85
Ukraine,Syrian Arab Republic,81969
Ukraine,Thailand,61016
Ukraine,Tunisia,243408
Ukraine,Turkey,0
Ukraine,Turkey,477038
Ukraine,United Arab Emirates,30934
Ukraine,United Kingdom,12181
Ukraine,United States of America,19
Ukraine,Viet Nam,5886
United Kingdom,Algeria,24877
United Kingdom,Argentina,2425
United Kingdom,Australia,861
United Kingdom,Austria,25
United Kingdom,Austria,0
United Kingdom,Belgium,7848
United Kingdom,Belgium,176984
United Kingdom,Canada,309654
United Kingdom,"China, mainland",7
United Kingdom,"China, mainland",3
United Kingdom,Cyprus,11
United Kingdom,Cyprus,5
United Kingdom,Czechia,1
United Kingdom,Denmark,27159
United Kingdom,Denmark,10137
United Kingdom,Ethiopia,1
United Kingdom,Finland,3300
United Kingdom,Finland,0
United Kingdom,France,150328
United Kingdom,France,120000
United Kingdom,Germany,159347
United Kingdom,Germany,136397
United Kingdom,Greece,16259
United Kingdom,Hungary,257
United Kingdom,Iceland,6224
United Kingdom,India,659
United Kingdom,Ireland,71372
United Kingdom,Ireland,179882
United Kingdom,Italy,14020
United Kingdom,Italy,58617
United Kingdom,Kazakhstan,26427
United Kingdom,Latvia,3386
United Kingdom,Lithuania,8
United Kingdom,Lithuania,0
United Kingdom,Malta,9
United Kingdom,Morocco,14938
United Kingdom,Netherlands,10560
United Kingdom,Netherlands,882052
United Kingdom,Norway,8802
United Kingdom,Poland,25
United Kingdom,Poland,12117
United Kingdom,Portugal,0
United Kingdom,Portugal,113687
United Kingdom,Romania,27709
United Kingdom,Romania,0
United Kingdom,Russian Federation,6589
United Kingdom,Singapore,1
United Kingdom,South Africa,215
United Kingdom,Spain,16977
United Kingdom,Spain,419256
United Kingdom,Suriname,620
United Kingdom,Sweden,0
United Kingdom,Switzerland,4
United Kingdom,Turkey,25
United Kingdom,Turkey,7013
United Kingdom,Ukraine,13380
United Kingdom,United States of America,49150
United Kingdom,United States of America,99001
United Kingdom,Zimbabwe,0
United Republic of Tanzania,Argentina,227295
United Republic of Tanzania,Australia,183749
United Republic of Tanzania,Benin,0
United Republic of Tanzania,Brazil,41700
United Republic of Tanzania,Canada,29700
United Republic of Tanzania,"China, Hong Kong SAR",0
United Republic of Tanzania,Democratic Republic of the Congo,210
United Republic of Tanzania,Germany,9
United Republic of Tanzania,India,21
United Republic of Tanzania,Ireland,0
United Republic of Tanzania,Kenya,650
United Republic of Tanzania,Kenya,74
United Republic of Tanzania,Latvia,1907
United Republic of Tanzania,Pakistan,73365
United Republic of Tanzania,Paraguay,38964
United Republic of Tanzania,Poland,4
United Republic of Tanzania,Russian Federation,183922
United Republic of Tanzania,Rwanda,7514
United Republic of Tanzania,South Africa,0
United Republic of Tanzania,Swaziland,1100
United Republic of Tanzania,Uganda,7200
United Republic of Tanzania,Ukraine,26031
United Republic of Tanzania,United Arab Emirates,4
United Republic of Tanzania,United Kingdom,0
United Republic of Tanzania,United States of America,245394
United Republic of Tanzania,Uruguay,4000
United States of America,Afghanistan,19762
United States of America,Algeria,21238
United States of America,Argentina,115
United States of America,Armenia,19
United States of America,Bahamas,20
United States of America,Bangladesh,65457
United States of America,Barbados,17787
United States of America,Belgium,45854
United States of America,Belize,19605
United States of America,Brazil,112240
United States of America,Burundi,10400
United States of America,Canada,1924891
United States of America,Canada,64827
United States of America,Chad,3460
United States of America,Chile,430113
United States of America,"China, Hong Kong SAR",5377
United States of America,"China, mainland",4
United States of America,"China, mainland",478969
United States of America,"China, Taiwan Province of",964264
United States of America,Colombia,671868
United States of America,Congo,48719
United States of America,Costa Rica,179008
United States of America,Cuba,5330
United States of America,Cyprus,1
United States of America,Democratic Republic of the Congo,33920
United States of America,Djibouti,86165
United States of America,Dominican Republic,553661
United States of America,Ecuador,101223
United States of America,Egypt,3
United States of America,Egypt,2489363
United States of America,El Salvador,239106
United States of America,Ethiopia,213900
United States of America,Germany,152
United States of America,Germany,24092
United States of America,Ghana,36427
United States of America,Greece,6
United States of America,Grenada,23118
United States of America,Guatemala,4
United States of America,Guatemala,472165
United States of America,Guinea,7500
United States of America,Guyana,52
United States of America,Haiti,19800
United States of America,Honduras,194757
United States of America,Iceland,17
United States of America,India,17
United States of America,Indonesia,816042
United States of America,Iraq,1501505
United States of America,Israel,2
United States of America,Israel,451034
United States of America,Italy,90
United States of America,Italy,467212
United States of America,Jamaica,175817
United States of America,Japan,0
United States of America,Japan,3685538
United States of America,Jordan,1
United States of America,Jordan,509689
United States of America,Kenya,16006
United States of America,Lebanon,6
United States of America,Lebanon,41749
United States of America,Liberia,14350
United States of America,Libya,52060
United States of America,Madagascar,7000
United States of America,Malawi,53520
United States of America,Malaysia,438658
United States of America,Mali,2500
United States of America,Mexico,23742
United States of America,Mexico,3263637
United States of America,Morocco,179117
United States of America,Mozambique,180766
United States of America,Myanmar,27803
United States of America,Namibia,24876
United States of America,Netherlands,34276
United States of America,Nicaragua,148457
United States of America,Nigeria,3631547
United States of America,Oman,152054
United States of America,Pakistan,18600
United States of America,Panama,139173
United States of America,Peru,19
United States of America,Peru,1006612
United States of America,Philippines,2067361
United States of America,Portugal,13255
United States of America,Republic of Korea,1395827
United States of America,Russian Federation,2
United States of America,Saint Kitts and Nevis,4
United States of America,Saint Lucia,41
United States of America,Saint Vincent and the Grenadines,18221
United States of America,Saudi Arabia,494370
United States of America,Sierra Leone,17530
United States of America,Singapore,100157
United States of America,South Africa,291005
United States of America,Spain,184134
United States of America,Sri Lanka,180222
United States of America,Sudan (former),140
United States of America,Suriname,3903
United States of America,Syrian Arab Republic,27852
United States of America,Thailand,433112
United States of America,Trinidad and Tobago,118085
United States of America,Tunisia,32775
United States of America,Turkey,240
United States of America,Turkey,678778
United States of America,Turks and Caicos Islands,5
United States of America,Uganda,21120
United States of America,United Arab Emirates,394
United States of America,United Arab Emirates,29796
United States of America,United Kingdom,49508
United States of America,United Kingdom,60404
United States of America,United Republic of Tanzania,151477
United States of America,Unspecified Area,300426
United States of America,Venezuela (Bolivarian Republic of),671349
United States of America,Viet Nam,220403
United States of America,Yemen,578841
Uruguay,Algeria,26216
Uruguay,Argentina,7976
Uruguay,Argentina,1
Uruguay,Brazil,28
Uruguay,Brazil,269444
Uruguay,"China, mainland",5501
Uruguay,Colombia,6125
Uruguay,Congo,11136
Uruguay,France,3
Uruguay,Germany,0
Uruguay,Morocco,27500
Uruguay,Mozambique,27502
Uruguay,New Zealand,0
Uruguay,Paraguay,5523
Uruguay,Senegal,15750
Uruguay,Turkey,128
Uruguay,United Arab Emirates,10993
Uruguay,Unspecified Area,646920
Uruguay,Venezuela (Bolivarian Republic of),19107
Vanuatu,Australia,0
Vanuatu,France,0
Venezuela (Bolivarian Republic of),Argentina,39478
Venezuela (Bolivarian Republic of),Canada,868109
Venezuela (Bolivarian Republic of),Chile,0
Venezuela (Bolivarian Republic of),Dominican Republic,1000
Venezuela (Bolivarian Republic of),Lebanon,4
Venezuela (Bolivarian Republic of),Mexico,21000
Venezuela (Bolivarian Republic of),Panama,0
Venezuela (Bolivarian Republic of),United States of America,660941
Venezuela (Bolivarian Republic of),Uruguay,19107
Yemen,Aruba,96593
Yemen,Australia,671705
Yemen,Brazil,70820
Yemen,France,269213
Yemen,Germany,53983
Yemen,India,481
Yemen,Oman,5
Yemen,Pakistan,267263
Yemen,Paraguay,65832
Yemen,Russian Federation,486299
Yemen,Saudi Arabia,364
Yemen,Somalia,57
Yemen,Turkey,276
Yemen,Ukraine,25066
Yemen,United Arab Emirates,990
Yemen,United States of America,643729
Yemen,Uruguay,34847
Yemen,Yemen,196
Zambia,Bermuda,214
Zambia,Brazil,3910
Zambia,"China, mainland",0
Zambia,South Africa,11996
Zambia,South Africa,0
Zambia,Zimbabwe,0
Zimbabwe,Argentina,65221
Zimbabwe,Australia,25078
Zimbabwe,Bermuda,2800
Zimbabwe,Brazil,22093
Zimbabwe,Canada,10963
Zimbabwe,Germany,19665
Zimbabwe,Malawi,3000
Zimbabwe,Mozambique,15160
Zimbabwe,Mozambique,61
Zimbabwe,Russian Federation,13845
Zimbabwe,Singapore,21417
Zimbabwe,South Africa,55312
Zimbabwe,United Arab Emirates,872
Zimbabwe,United Kingdom,1678
Zimbabwe,United States of America,14865
Zimbabwe,Uruguay,3777
